account,name,link,keywords,language
@andrewhowat@tech.lgbt,Andrew Howat,https://tech.lgbt/@andrewhowat
@conspiracism@scholar.social,M R. X. Dentith,https://scholar.social/@conspiracism
@adardis@mastodon.online,Anthony Dardis,https://mastodon.online/@adardis
@juanrloaiza@hcommons.social,Juan R. Loaiza,https://hcommons.social/@juanrloaiza
@damonyoung@mas.to,Damon Young,https://mas.to/@damonyoung
@OutisMetis@toot.community,“Philosofob”,https://toot.community/@OutisMetis
@AFabregasTejeda@mstdn.social,Alejandro Fábregas-Tejeda,https://mstdn.social/@AFabregasTejeda
@sarahwieten@fediscience.org,Sarah Wieten,https://fediscience.org/@sarahwieten
@MikaelCozic@mas.to,Mikaël Cozic,https://mas.to/@MikaelCozic
@KathrineCuccuru@zirk.us,Kathrine Cuccuru,https://zirk.us/@KathrineCuccuru
@kristienhens@zirk.us,Kristien Hens,https://zirk.us/@kristienhens
@JonathanCR@sunny.garden,Jonathan Hill,https://sunny.garden/@JonathanCR
@robhughes@scholar.social,Rob Hughes,https://scholar.social/@robhughes
@dawnwilson@mastodon.sdf.org,Dawn Wilson,https://mastodon.sdf.org/@dawnwilson
@alexbryant@mastodon.lol,Alex Bryant,https://mastodon.lol/@alexbryant
@emma@assemblag.es,Emma Stamm,https://assemblag.es/@emma
@clintunplugged@mastodon.online,Clint Verdonschot,https://mastodon.online/@clintunplugged
@dmiyasaki@zirk.us,Donovan Miyasaki,https://zirk.us/@dmiyasaki
@owenwintersgill@mastodon.social,David Owen,https://mastodon.social/@owenwintersgill
@ryanstraight@hci.social,Dr. Ryan Straight,https://hci.social/@ryanstraight
@NJMunn@mastodon.nz,Nick Munn,https://mastodon.nz/@NJMunn
@drfreeride@sfba.social,Janet D. Stemwedel,https://sfba.social/@drfreeride
@bcnjake@mas.to,Jake Wright,https://mas.to/@bcnjake
@bittersweet@mstdn.social,Beatrice Marovich,https://mstdn.social/@bittersweet
@tamernawar@fediscience.org,Tamer Nawar,https://fediscience.org/@tamernawar
@Susana_MonsO@mastodon.online,Susana Monsó,https://mastodon.online/@Susana_MonsO
@Roupavicky@mastodon.me.uk,Vicky Roupa,https://mastodon.me.uk/@Roupavicky
@ferrydanini@piaille.fr,Dr Juliette Ferry Danini,https://piaille.fr/@ferrydanini
@bodhidave@mstdn.social,David Collins,https://mstdn.social/@bodhidave
@austin@fediscience.org,Austin A. Baker,https://fediscience.org/@austin
@mattjope@mastodon.scot,Matt Jope,https://mastodon.scot/@mattjope
@dtmasterson@mastodon.world,Damian Masterson,https://mastodon.world/@dtmasterson
@colin@fediscience.org,Colin R. Caret,https://fediscience.org/@colin
@ethicistforhire@mastodon.social,Nolen Gertz,https://mastodon.social/@ethicistforhire
@robertlepenies@mastodon.social,Robert Lepenies,https://mastodon.social/@robertlepenies
@erikangner@econtwitter.net,Erik Angner,https://econtwitter.net/@erikangner
@JackManzi@mastodonapp.uk,Jack Manzi,https://mastodonapp.uk/@JackManzi
@JessieMunton@toot.community,Jessie Munton,https://toot.community/@JessieMunton
@israblack@someone.elses.computer,Isra Black,https://someone.elses.computer/@israblack
@ajuliana@mas.to,Juliana de Albuquerque,https://mas.to/@ajuliana
@essem@recsys.social,Essem Harris,https://recsys.social/@essem
@bweatherson@fediphilosophy.org,Brian Weatherson,https://fediphilosophy.org/@bweatherson
@monsieurphi@piaille.fr,Thibaut Giraud “Mr Phi”,https://piaille.fr/@monsieurphi
@josep_gasol@zirk.us,Josep Gasol,https://zirk.us/@josep_gasol
@danbecklloyd@zirk.us,Dan Becklloyd,https://zirk.us/@danbecklloyd
@carriejenkins@toot.wales,Carrie Jenkins,https://toot.wales/@carriejenkins
@anteagle@fediphilosophy.org,,https://fediphilosophy.org/@anteagle
@gillianrussell@zirk.us,Gillian Russell,https://zirk.us/@gillianrussell
@MathiasG@fediscience.org,Mathias Girel,https://fediscience.org/@MathiasG
@emilyherring@zirk.us,Emily Herring,https://zirk.us/@emilyherring
@jbb@zirk.us,Jonathan Beere,https://zirk.us/@jbb
@patstokes@aus.social,Patrick Stokes,https://aus.social/@patstokes
@gpfeifer@mastodon.online,gpfeifer,https://mastodon.online/@gpfeifer
@willbuckingham@zirk.us,Will Buckingham,https://zirk.us/@willbuckingham
@DanLittle@mastodon.online,Daniel Little – Understanding Society,https://mastodon.online/@DanLittle
@kegerton@mastodon.online,Karl Egerton,https://mastodon.online/@kegerton
@manolomartinez@scholar.social,Manolo Martínez,https://scholar.social/@manolomartinez
@binobiasutti@mas.to,Bino Biasutti,https://mas.to/@binobiasutti
@a_brhm@zirk.us,Andreas Vrahimis,https://zirk.us/@a_brhm
@sleepingcreep@livellosegreto.it,Federico Simonetti,https://livellosegreto.it/@sleepingcreep
@juskhoo@mstdn.social,Justin Khoo,https://mstdn.social/@juskhoo
@blackholeness@indieweb.social,Patyt Reyes,https://indieweb.social/@blackholeness
@herr_kruemel@hcommons.social,Hermann Körner,https://hcommons.social/@herr_kruemel
@Skye_Cleary@mastodon.social,Skye Cleary,https://mastodon.social/@Skye_Cleary
@arantezana@mathstodon.xyz,Alan René,https://mathstodon.xyz/@arantezana
@bryankam@writing.exchange,Bryan Kam,https://writing.exchange/@bryankam
@DominikDammer@mastodon.gamedev.place,Dominik Dammer,https://mastodon.gamedev.place/@DominikDammer
@AdamLinson@mstdn.jp,Adam Linson,https://mstdn.jp/@AdamLinson
@vwang93@mstdn.science,Victoria Wang,https://mstdn.science/@vwang93
@nigelwarburton@mastodonapp.uk,Nigel Warburton,https://mastodonapp.uk/@nigelwarburton
@CartesianWhy@mastodonapp.uk,John Langley,https://mastodonapp.uk/@CartesianWhy
@stefanhansen@toot.community,Stefan Hansen,https://toot.community/@stefanhansen
@MaiaGeorgeCoach@mstdn.social,Maia George,https://mstdn.social/@MaiaGeorgeCoach
@krysdolega@scholar.social,Krys Dolega,https://scholar.social/@krysdolega
@Toni@masto.ai,Toni Ford,https://masto.ai/@Toni
@peterlevine@mastodon.sdf.org,Peter Levine,https://mastodon.sdf.org/@peterlevine
@nobyeni@mastodon.social,Nicole des Bouvrie,https://mastodon.social/@nobyeni
@tommulherin@mastodon.social,Tom Mulherin,https://mastodon.social/@tommulherin
@bonshui@mastodon.social,凡首位,https://mastodon.social/@bonshui
@criticalinsert@mastodon.online,Shannon Edits,https://mastodon.online/@criticalinsert
@pbradley@social.linux.pizza,pbradley,https://social.linux.pizza/@pbradley
@nengemaier@gruene.social,Norbert Engemaier,https://gruene.social/@nengemaier
@DaniEhm@mas.to,Dani Ehm,https://mas.to/@DaniEhm
@natoinet@libretooth.gr,Antoine Brunel,https://libretooth.gr/@natoinet
@acluco@mstdn.social,Andres Luco,https://mstdn.social/@acluco
@Neuromantic@sunbeam.city,William Sharkey,https://sunbeam.city/@Neuromantic
@mattbarnardsays@hcommons.social,Matthew J. Barnard,https://hcommons.social/@mattbarnardsays
@jocelynmaclure@zirk.us,Jocelyn Maclure,https://zirk.us/@jocelynmaclure
@zumhagenyekple@zirk.us,Zumhagen Yekplé,https://zirk.us/@zumhagenyekple
@cdj@mas.to,Carolyn Dicey Jennings,https://mas.to/@cdj
@roytsao@mas.to,Roy Tsao,https://mas.to/@roytsao
@briangeiger@zirk.us,Brian Geiger,https://zirk.us/@briangeiger
@nerdybutcute@mastodon.lol,nerdybutcute,https://mastodon.lol/@nerdybutcute
@peterives@mstdn.social,Peter Ives,https://mstdn.social/@peterives
@HelenaSheehan@mastodon.ie,Helena Sheehan,https://mastodon.ie/@HelenaSheehan
@Irishphilosophy@mastodon.ie,“Irish Philosophy”,https://mastodon.ie/@Irishphilosophy
@robert@social.winter.ink,Dr Robert N. Winter,https://social.winter.ink/@robert
@eliebethuys@zirk.us,Elie Béthuys,https://zirk.us/@eliebethuys
@valentinteillet@fediscience.org,Valentin Teillet,https://fediscience.org/@valentinteillet
@jeroenvanbouwel@scholar.social,Jeroen Van Bouwel,https://scholar.social/@jeroenvanbouwel
@PatrickDucray@mastodon.social,Patrick Ducray,https://mastodon.social/@PatrickDucray
@carlbrusse@fediscience.org,Carl Brusse,https://fediscience.org/@carlbrusse
@chrisley@mastodon.online,Ron Chrisley,https://mastodon.online/@chrisley
@cruwell@nerdculture.de,Sophia Crüwell,https://nerdculture.de/@cruwell
@Mathieu_Marion@fediscience.org,Mathieu Marion,https://fediscience.org/@Mathieu_Marion
@sikka@mstdn.social,Sonia Sikka,https://mstdn.social/@sikka
@keithfrankish@fediscience.org,Keith Frankish,https://fediscience.org/@keithfrankish
@michaeldemoor@mstdn.social,Michael DeMoor,https://mstdn.social/@michaeldemoor
@victoriabrooks@mastodon.scot,Victoria Brooks,https://mastodon.scot/@victoriabrooks
@suguru@mstdn.progressiv.dev,Suguru Hirahara,https://mstdn.progressiv.dev/@suguru
@pbokulich@mstdn.social,Peter Bokulich,https://mstdn.social/@pbokulich
@heidilifeldman@mastodon.social,Heidi Li Feldman,https://mastodon.social/@heidilifeldman
@GregSadler@metalhead.club,Gregory B Sadler,https://metalhead.club/@GregSadler
@greggcaruso@zirk.us,Gregg D Caruso,https://zirk.us/@greggcaruso
@raphaelmilliere@sigmoid.social,Raphaël Millière,https://sigmoid.social/@raphaelmilliere
@kevintemple@scholar.social,Kevin Temple,https://scholar.social/@kevintemple
@etiennebrown@hci.social,Étienne Brown,https://hci.social/@etiennebrown
@TomTheuns@akademienl.social,Tom Theuns,https://akademienl.social/@TomTheuns
@petemandik@mastodon.social,Pete Mandik,https://mastodon.social/@petemandik
@MilekPl@sciences.social,Marcin Miłkowski,https://sciences.social/@MilekPl
@GuyLongworth@mstdn.social,Guy Longworth,https://mstdn.social/@GuyLongworth
@johncbrady@zirk.us,John C. Brady,https://zirk.us/@johncbrady
@sandrineankara@eldritch.cafe,Sandrine Berges,https://eldritch.cafe/@sandrineankara
@felixmegret@piaille.fr,Félix Megret,https://piaille.fr/@felixmegret
@milan@zirk.us,Milan Stürmer,https://zirk.us/@milan
@marylindelgado@zirk.us,Marylin Delgado,https://zirk.us/@marylindelgado
@artolaitinen@masto.ai,Arto Laitinen,https://masto.ai/@artolaitinen
@lexipenia@zirk.us,Chris Fenwick,https://zirk.us/@lexipenia
@nino@scholar.social,Nino Kadic,https://scholar.social/@nino
@tedtalb@hcommons.social,Ted Talbot,https://hcommons.social/@tedtalb
@Drnelk@mastodon.social,Dov Nelkin,https://mastodon.social/@Drnelk
@Giulia@scholar.social,Giulia Lorenzi,https://scholar.social/@Giulia
@fpo@scholar.social,Frodo Podschwadek,https://scholar.social/@fpo
@beckyphilmath@scholar.social,Becky Morris,https://scholar.social/@beckyphilmath
@carloshb@sigmoid.social,Carlos Barth,https://sigmoid.social/@carloshb
@yannbd@fediscience.org,Yann Benétreau-Dupin,https://fediscience.org/@yannbd
@Epagogist@zirk.us,Arkadiusz Synowczyk,https://zirk.us/@Epagogist
@callmesipo@zirk.us,Maks Sipowicz,https://zirk.us/@callmesipo
@thomasdcarroll@mastodon.social,Thomas D. Carroll,https://mastodon.social/@thomasdcarroll
@marilynstendera@zirk.us,Dr Marilyn Stendera,https://zirk.us/@marilynstendera
@aydinonat@econtwitter.net,N. Emrah Aydinonat,https://econtwitter.net/@aydinonat
@StevenFrench@writing.exchange,Steven French,https://writing.exchange/@StevenFrench
@klp@zirk.us,Kenny Pearce,https://zirk.us/@klp
@paradoxgarden@zirk.us,“Paradox Garden”,https://zirk.us/@paradoxgarden
@sandraraponi@mstdn.social,Sandra Raponi,https://mstdn.social/@sandraraponi
@chaospet@zirk.us,Ryan Lake,https://zirk.us/@chaospet
@RyoaChung@fediscience.org,Ryoa Chung,https://fediscience.org/@RyoaChung
@kinozhao@fediphilosophy.org,Kino Zhao,https://fediphilosophy.org/@kinozhao
@ErrantCanadian@mstdn.ca,Trystan Goetze,https://mstdn.ca/@ErrantCanadian
@mimavox@zirk.us,Andreas V. Chatzopoulos,https://zirk.us/@mimavox
@TimChristiaens@zirk.us,Tim Christiaens,https://zirk.us/@TimChristiaens
@TaoJiang@zirk.us,Tao Jiang,https://zirk.us/@TaoJiang
@Philosophy_Mark@zirk.us,Mark Schroeder,https://zirk.us/@Philosophy_Mark
@rtmullins@ohai.social,R.T. Mullins,https://ohai.social/@rtmullins
@jeremycsnyder@mastodon.social,Jeremy Snyder,https://mastodon.social/@jeremycsnyder
@mike@fediphilosophy.org,Mike Schneider,https://fediphilosophy.org/@mike
@agnescallard@zirk.us,Agnes Callard,https://zirk.us/@agnescallard
@crookedfootball@mstdn.social,Chris Bertram,https://mstdn.social@crookedfootball
@ariannabetti@mastodon.online,Arianna Betti,https://mastodon.online/@ariannabetti
@GuilhemCorot@sciences.re,Guilhem Corot,https://sciences.re/@GuilhemCorot
@impractknow@scholar.social,josh habgood-coote,https://scholar.social/@impractknow
@skatey@mastodon.sdf.org,Skatey,https://mastodon.sdf.org/@skatey
@onmsmind@zirk.us,Moritz Schulz,https://zirk.us/@onmsmind
@PeterSmith@mathstodon.xyz,Peter Smith,https://mathstodon.xyz/@PeterSmith
@txdemelo@fediscience.org,TX de Melo,https://fediscience.org/@txdemelo
@Wilhelm_Grafe@fediphilosophy.org,Friedrich Wilhelm Grafe,https://fediphilosophy.org/
@hannahrubin@fediphilosophy.org,Hannah Rubin,https://fediphilosophy.org/@hannahrubin
@hikemix@mastodon.me.uk,Discourse Elysium,https://mastodon.me.uk/@hikemix
@ohara@hcommons.social,João Ohara,https://hcommons.social/@ohara
@zdricpx@mastodon.social,Cédric Brun,https://mastodon.social/@zdricpx
@Authenticdmckee@kolektiva.social,DaN McKee,https://kolektiva.social/@Authenticdmckee
@MitchellA@mstdn.social,Mitchell Aboulafia,https://mstdn.social/@MitchellA
@MathijsvdSande@todon.nl,Mathijs van de Sande,https://todon.nl/@MathijsvdSande
@allaurus@mamot.fr,Laurentiu Andrei,https://mamot.fr/@allaurus
@will@fediphilosophy.org,Will Stafford,https://fediphilosophy.org/@will
@juliegiovacchini@mamot.fr,Julie Giovacchini – “Lutra”,https://mamot.fr/@juliegiovacchini
@reinhardkahle@mathstodon.xyz,Reinhard Kahle,https://mathstodon.xyz/@reinhardkahle
@sarahafisher@sciences.social,Sarah A Fisher,https://sciences.social/@sarahafisher
@CatherineRowett@mastodonapp.uk,Dr Catherine Rowett – Ex MEP,https://mastodonapp.uk/@CatherineRowett
@ray_aldred@mastodon.lol,Ray Aldred,https://mastodon.lol/@ray_aldred
@dbarack@fediscience.org,David L Barack,https://fediscience.org/@dbarack
@AlienorBertrand@sciences.re,Aliènor Bertrand,https://sciences.re/@AlienorBertrand
@CoteBoudreau@masto.ai,Frédéric Côté-Boudreau,https://masto.ai/@CoteBoudreau
@PoliticalPhilo@zirk.us,Thomas Gregersen,https://zirk.us/@PoliticalPhilo
@CuffaroMichael@mastodon.social,Michael Cuffaro,https://mastodon.social/@CuffaroMichael
@vcaston@zirk.us,Victor Caston,https://zirk.us/@vcaston
@kentpitman@climatejustice.social,Kent Pitman,https://climatejustice.social/@kentpitman
@Ethan_Landes@fediscience.org,Ethan Landes,https://fediscience.org/@Ethan_Landes
@fidelio@techhub.social,Maria Schwartz,https://techhub.social/@fidelio
@w_ezekielgoggin@zirk.us,W. Ezekiel Goggin,https://zirk.us/@w_ezekielgoggin
@cedric_p@zirk.us,Cédric Paternotte,https://scholar.social/@cedric_p@zirk.us
@subanima@mathstodon.xyz,Jake Brown,https://scholar.social/@subanima@mathstodon.xyz
@russokrauss@zirk.us,Chiara Russo Krauss,https://scholar.social/@russokrauss@zirk.us
@lucyosler@zirk.us,Lucy Osler,https://zirk.us/@lucyosler,
@marinusferreira@fediscience.org,Marinus Ferreira,https://fediscience.org/@marinusferreira
@PeterSjostedtH@mastodon.world,Dr Peter Sjöstedt-Hughes,https://mastodon.world/@PeterSjostedtH
@annedraya@zirk.us,andrea patrice,https://zirk.us/@annedraya
@gameofhearth@mamot.fr,Game of Hearth,https://mamot.fr/@gameofhearth
@OwenK@fosstodon.org,Owen King,https://fosstodon.org/@OwenK
@remisramos@mastodon.lol,Remis Ramos,https://mastodon.lol/@remisramos
@dannywardle@fediphilosophy.org,Danny Wardle,https://fediphilosophy.org/@dannywardle
@laetitiaramelet@mstdn.social,Laetitia Ramelet,https://mstdn.social/@laetitiaramelet
@ledecodeurphilosophique@fediscience.org,Le décodeur philosophique,https://fediscience.org/@ledecodeurphilosophique
@Vinz@zirk.us,Vicente Ulive,https://zirk.us/@Vinz
@karlschafer@zirk.us,Karl Schafer,https://zirk.us/@karlschafer
@mieronen@zirk.us,Markus Ilkka Eronen,https://zirk.us/@mieronen
@furax_raven@eldritch.cafe,Raven,https://eldritch.cafe/@furax_raven
@sutrasandstuff@mastodon.social,Malcolm Keating – Sutras & Stuff,https://mastodon.social/@sutrasandstuff
@SabinaKnight@zirk.us,Sabina Knight 桑稟華,https://zirk.us/@SabinaKnight
@Ness@mastodon.lol,Ness,https://mastodon.lol/@Ness
@unfilosofo@zirk.us,Manuel Vargas,https://zirk.us/@unfilosofo
@danvazh@scholar.social,Daniel Vázquez,https://scholar.social/@danvazh
@going_loopy@nerdculture.de,Martin Lenz,https://nerdculture.de/@going_loopy
@PhiloApril@masto.ai,April Marratto,https://masto.ai/@PhiloApril
@lucphil@universeodon.com,Daniel Lucas,https://universeodon.com/@lucphil
@schellenberg@zirk.us,Susanna Schellenberg,https://zirk.us/@schellenberg
@wbdrees@mastodon.nl,Willem B Drees,https://mastodon.nl/@wbdrees
@deeesharp@mastodon.lol,Daniel Sharp,https://mastodon.lol/@deeesharp
@eroscarvalho@scholar.social,Eros Carvalho,https://scholar.social/@eroscarvalho
@gabagee@mastodon.uno,Cynthia Rogan de Ramirez,https://mastodon.uno/@gabagee
@susanne_bobzien@zirk.us,Susanne Bobzien,https://zirk.us/@susanne_bobzien
@elisabethy@hcommons.social,Dr. Elisabeth Yang,https://hcommons.social/@elisabethy
@dsanson@zirk.us,David Sanson,https://zirk.us/@dsanson
@labile_philo@piaille.fr,Maxime – “labile philo”,https://piaille.fr/@labile_philo
@danipino@mas.to,Dani Pino,https://mas.to/@danipino
@KRaymondH@zirk.us,Keith Raymond Harris,https://zirk.us/@KRaymondH
@feministepistemology@home.social,Jonas Wittwer,https://home.social/@feministepistemology
@xenophontenezakis@mastodon.social,Xenophon Tenezakis,https://mastodon.social/@xenophontenezakis
@antirealist@zirk.us,Helen Daly,https://zirk.us/@antirealist
@epochemagazine@fediphilosophy.org,Epoché Magazine,https://fediphilosophy.org/@epochemagazine
@MarijeMartijn@akademienl.social,Marije Martijn,https://akademienl.social/@MarijeMartijn
@dpz@zirk.us,Daniel-Pascal Zorn,https://zirk.us/@dpz
@SamBrennan@hcommons.social,Samantha Brennan,https://hcommons.social/@SamBrennan
@kaisa_karki@home.social,Kaisa Kärki,https://home.social/@kaisa_karki
@laletrab@home.social,Berta Viteri,https://home.social/@laletrab
@sainsha@zirk.us,Mikio Akagi,https://zirk.us/@sainsha
@danielstoljar@mastodon.au,Daniel Stoljar,https://mastodon.au/@danielstoljar
@janine_bd@piaille.fr,Janine,https://piaille.fr/@janine_bd
@toppinen@mastodon.social,Teemu Toppinen,https://mastodon.social/@toppinen
@DrBengtson@zirk.us,Andreas Bengtson,https://zirk.us/@DrBengtson
@jonasblatter@zirk.us,Jonas Blatter,https://zirk.us/@jonasblatter
@algersanpin@universeodon.com,Alger Sans Pinillos,https://universeodon.com/@algersanpin
@yuricath@fediphilosophy.org,Yuri Cath,https://fediphilosophy.org/@yuricath
@gerstorfer@zirk.us,gerstorfer,https://zirk.us/@gerstorfer
@stephen_gadsby@mstdn.science,Stephen Gadsby,https://mstdn.science/@stephen_gadsby
@simontruwant@mastodon-belgium.be,simon truwant,https://mastodon-belgium.be/@simontruwant
@yschmitt@mamot.fr,Yann Schmitt,https://mamot.fr/@yschmitt
@JaniHakkarainen@mastodon.nu,Jani Hakkarainen,https://mastodon.nu/@JaniHakkarainen
@sophisteuein@mastodon.online,Eric Brown,https://mastodon.online/@sophisteuein
@jeporcher@fediphilosophy.org,José Eduardo Porcher,https://fediphilosophy.org/@jeporcher
@janwinde@zirk.us,Jan Winde,https://zirk.us/@janwinde
@timhenning@zirk.us,Tim Henning,https://zirk.us/@timhenning
@Jradin@mas.to,Jessica Radin,https://mas.to/@Jradin
@QuillK@mastodon.world,Quill Kukla,https://mastodon.world/@QuillK
@themotleycow@zirk.us,Mark Peterson,https://zirk.us/@themotleycow
@giorgiolando@zirk.us,Giorgio Lando,https://zirk.us/@giorgiolando
@fbouchard@zirk.us,Frédéric Bouchard,https://zirk.us/@fbouchard
@samliao@hci.social,Shen-yi Liao,https://hci.social/@samliao
@mmmccabe@mastodonapp.uk,Mary Margaret McCabe,https://mastodonapp.uk/@mmmccabe
@JacquesBellon@hcommons.social,Jacqueline Bellon,https://hcommons.social/@JacquesBellon
@Davidkilloren@zirk.us,David Killoren,https://zirk.us/@Davidkilloren
@AlexWiegmann@zirk.us,Alex Wiegmann,https://zirk.us/@AlexWiegmann
@philosotroll@mastodon.online,Joshua Stein,https://mastodon.online/@philosotroll
@LenaDormeau@mastodon.social,Léna Dormeau,https://mastodon.social/@LenaDormeau
@marabel@zirk.us,Marabel Riesmeier,https://zirk.us/@marabel
@semmanuel@universeodon.com,Steven M. Emmanuel,https://universeodon.com/@semmanuel
@Ronpschitt@mastodon.cipherbliss.com,Prof Ronpschitt,https://mastodon.cipherbliss.com/@Ronpschitt
@seymourdeviro@piaille.fr,Seymour,https://piaille.fr/@seymourdeviro
@philippstehr@zirk.us,Philipp Stehr,https://zirk.us/@philippstehr
@Gualtiero@mstdn.social,Gualtiero Piccinini ,https://mstdn.social/@Gualtiero
@PhilosopherZeus@dice.camp,Brett Welch,https://dice.camp/@PhilosopherZeus
@contrawhit@mastodon.world,Whitney Mutch,https://mastodon.world/@contrawhit
@Anna_Ciaunica@toot.community,Anna Ciaunica,https://toot.community/@Anna_Ciaunica
@Philoxime@piaille.fr,Philoxime,https://piaille.fr/@Philoxime
@EGeertsPhD@mastodon.world,Evelien Geerts,https://mastodon.world/@EGeertsPhD
@tullioviola@hcommons.social,tullioviola,https://hcommons.social/@tullioviola
@OzlemYilmaz@mstdn.social,Özlem Yilmaz,https://mstdn.social/@OzlemYilmaz
@photographicus@mastodonapp.uk,Tony Cearns,https://mastodonapp.uk/@photographicus
@liverpoolphilos@mastodon.online,Liverpool Philosophy,https://mastodon.online/@liverpoolphilos
@DavisSmith@zirk.us,Davis Smith,https://zirk.us/@DavisSmith
@braininavat4eva@mstdn.ca,Angela Mendelovici,https://mstdn.ca/@braininavat4eva
@leonhardriep@h-net.social,Leonhard Riep,https://h-net.social/@leonhardriep
@krishnadeltoso@mastodon.uno,Krishna Del Toso,https://mastodon.uno/@krishnadeltoso
@jwyg@post.lurk.org,Jonathan W.Y. Gray,https://post.lurk.org/@jwyg
@philopoulpe@piaille.fr,Alice Sol - “Philopoulpe”,https://piaille.fr/@philopoulpe
